,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.040047,0.030737,0.000574,0.009065,0.03992,0.066867,0.109119
dr-ibt,500.0,0.069572,0.011567,0.041467,0.061817,0.06883,0.077266,0.105992
dr-ibt (tau=0),500.0,0.11658,0.149064,0.000574,0.009065,0.041533,0.173968,0.574455
dm,500.0,0.097104,0.012791,0.070359,0.087504,0.096049,0.106084,0.133052
dr,500.0,0.069785,0.011735,0.041922,0.061646,0.068836,0.078058,0.107785
mrdr,500.0,0.069758,0.011511,0.044786,0.061537,0.068347,0.077816,0.104874
dr-os (oracle),500.0,0.068661,0.012373,0.038974,0.060187,0.067687,0.076396,0.113517
dr-os,500.0,0.068661,0.012373,0.038974,0.060187,0.067687,0.076396,0.113517
switch-dr (oracle),500.0,0.069185,0.011926,0.038294,0.060684,0.068062,0.077648,0.101583
switch-dr,500.0,0.069334,0.011974,0.03855,0.060795,0.068534,0.077693,0.101583
