,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.067614,0.01257,0.038544,0.0585,0.0674,0.075724,0.110524
dr-ibt,500.0,0.072743,0.01286,0.041275,0.063283,0.072474,0.081273,0.115546
dr-ibt (tau=0),500.0,0.068759,0.012981,0.038627,0.059156,0.068168,0.077495,0.117903
dm,500.0,0.1031,0.012796,0.069345,0.094307,0.102816,0.111734,0.138738
dr,500.0,0.073004,0.011618,0.043289,0.064629,0.07277,0.080546,0.106134
mrdr,500.0,0.073019,0.01185,0.044592,0.064338,0.073116,0.080172,0.107333
dr-os (oracle),500.0,0.073353,0.011867,0.045569,0.065772,0.072512,0.081076,0.107356
dr-os,500.0,0.073353,0.011867,0.045569,0.065772,0.072512,0.081076,0.107356
switch-dr (oracle),500.0,0.072052,0.011708,0.041749,0.063828,0.070982,0.079212,0.111854
switch-dr,500.0,0.072103,0.01172,0.041749,0.063848,0.070982,0.079212,0.111854
