,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.071948,0.042576,0.001297,0.040296,0.063948,0.095379,0.265356
dr-ibt,500.0,0.079159,0.043654,0.00449,0.046904,0.072237,0.103376,0.262236
dr-ibt (tau=0),500.0,0.10992,0.054069,0.004798,0.070517,0.101768,0.138313,0.351648
dm,500.0,0.100815,0.046538,0.012395,0.068426,0.093651,0.12645,0.342935
dr,500.0,0.077425,0.042605,0.000863,0.045744,0.069642,0.103973,0.291128
mrdr,500.0,0.077593,0.045884,0.000367,0.041831,0.07127,0.104467,0.290228
dr-os (oracle),500.0,0.07731,0.038874,0.00528,0.047476,0.075322,0.102379,0.227482
dr-os,500.0,0.078687,0.040075,0.00528,0.04775,0.07585,0.103734,0.238036
switch-dr (oracle),500.0,0.072048,0.039535,0.003458,0.044139,0.065851,0.090151,0.250381
switch-dr,500.0,0.07523,0.041653,0.005459,0.046081,0.070487,0.095297,0.287152
