,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.052318,0.031105,0.001864,0.027272,0.052657,0.07239,0.182338
dr-ibt,500.0,0.068294,0.023671,0.018275,0.051612,0.065091,0.081643,0.179159
dr-ibt (tau=0),500.0,0.106516,0.113598,0.001864,0.036461,0.076563,0.118034,0.594286
dm,500.0,0.093789,0.026399,0.029942,0.074528,0.091124,0.110236,0.174536
dr,500.0,0.068035,0.023933,0.019359,0.050687,0.065664,0.08285,0.15595
mrdr,500.0,0.067796,0.024381,0.01753,0.050146,0.064663,0.083146,0.157237
dr-os (oracle),500.0,0.067691,0.023837,0.017001,0.050682,0.064408,0.08242,0.147201
dr-os,500.0,0.067754,0.023904,0.017001,0.050682,0.064408,0.082593,0.147201
switch-dr (oracle),500.0,0.067331,0.023593,0.012787,0.050081,0.065886,0.082183,0.163007
switch-dr,500.0,0.068166,0.023797,0.012844,0.050801,0.066614,0.083405,0.170661
