,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,9.4e-05,0.000273,0.0,0.0,3e-06,5.4e-05,0.003404
dr-ibt,500.0,0.000284,0.000484,0.0,2.7e-05,0.000121,0.000366,0.00563
dr-ibt (tau=0),500.0,0.000412,0.000468,0.0,6.3e-05,0.000247,0.000666,0.004179
dm,500.0,0.011255,0.005738,0.000822,0.006957,0.010509,0.014737,0.032934
dr,500.0,0.000616,0.000837,0.0,7.3e-05,0.000318,0.000786,0.006518
mrdr,500.0,0.000404,0.000535,0.0,3.8e-05,0.0002,0.000586,0.003655
dr-os (oracle),500.0,0.000322,0.000631,0.0,1.3e-05,0.000125,0.000336,0.006629
dr-os,500.0,0.000604,0.000828,0.0,6.8e-05,0.000303,0.000773,0.006629
switch-dr (oracle),500.0,0.000443,0.000663,0.0,3.2e-05,0.000194,0.000622,0.006518
switch-dr,500.0,0.000616,0.000837,0.0,7.3e-05,0.000318,0.000786,0.006518
