,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.063445,0.012674,0.035859,0.054508,0.062398,0.071273,0.107565
dr-ibt,500.0,0.070988,0.012399,0.043835,0.062538,0.069257,0.078514,0.109372
dr-ibt (tau=0),500.0,0.065226,0.013994,0.035859,0.05513,0.063667,0.074149,0.115607
dm,500.0,0.101962,0.013507,0.060125,0.092542,0.101514,0.110233,0.144363
dr,500.0,0.070248,0.012203,0.034917,0.061257,0.069798,0.078113,0.107241
mrdr,500.0,0.070161,0.011814,0.031989,0.061568,0.069517,0.077932,0.105646
dr-os (oracle),500.0,0.069259,0.011957,0.037454,0.060937,0.068796,0.076876,0.109987
dr-os,500.0,0.069259,0.011957,0.037454,0.060937,0.068796,0.076876,0.109987
switch-dr (oracle),500.0,0.070136,0.012241,0.04132,0.061688,0.069618,0.077997,0.108944
switch-dr,500.0,0.070164,0.012258,0.04132,0.061688,0.069618,0.078003,0.108944
