,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.017759,0.020012,0.0,0.002823,0.011187,0.025414,0.125126
dr-ibt,500.0,0.029368,0.027001,0.0,0.009126,0.023023,0.040546,0.177131
dr-ibt (tau=0),500.0,0.026367,0.02913,0.0,0.004965,0.017984,0.036921,0.166613
dm,500.0,0.127232,0.027771,0.043064,0.108224,0.124919,0.144703,0.223318
dr,500.0,0.035095,0.051176,0.0,0.010035,0.025814,0.046419,0.648543
mrdr,500.0,0.034871,0.058769,1e-06,0.009134,0.024803,0.046702,0.936853
dr-os (oracle),500.0,0.031073,0.023343,1e-06,0.011793,0.026949,0.045978,0.122083
dr-os,500.0,0.032257,0.025809,1e-06,0.01187,0.026949,0.046282,0.16405
switch-dr (oracle),500.0,0.029481,0.022971,0.0,0.012222,0.025162,0.042636,0.131881
switch-dr,500.0,0.037139,0.049334,0.0,0.013759,0.027794,0.049932,0.763872
