,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.032196,0.038167,0.0,0.005096,0.018841,0.044854,0.236421
dr-ibt,500.0,0.044516,0.047895,3e-06,0.010274,0.029661,0.061326,0.250496
dr-ibt (tau=0),500.0,0.044899,0.044332,1e-06,0.012211,0.032788,0.062962,0.251497
dm,500.0,0.163457,0.04747,0.023227,0.131235,0.160073,0.193226,0.319692
dr,500.0,0.047448,0.053577,1e-06,0.009492,0.032666,0.06702,0.506026
mrdr,500.0,0.050882,0.064077,0.0,0.008181,0.02829,0.06836,0.612791
dr-os (oracle),500.0,0.047291,0.04643,0.0,0.010334,0.032289,0.070414,0.246166
dr-os,500.0,0.047917,0.046863,0.0,0.011241,0.032903,0.070926,0.246166
switch-dr (oracle),500.0,0.04044,0.042197,0.0,0.010381,0.028238,0.055736,0.247215
switch-dr,500.0,0.046676,0.04864,0.0,0.013319,0.030533,0.061767,0.299354
