,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.038242,0.049202,0.0,0.004279,0.023219,0.053517,0.442426
dr-ibt,500.0,0.061673,0.092342,2e-06,0.009639,0.036436,0.081175,1.0
dr-ibt (tau=0),500.0,0.078353,0.061862,0.000217,0.033728,0.063713,0.108783,0.447758
dm,500.0,0.144753,0.060255,0.023673,0.100281,0.138772,0.185888,0.350665
dr,500.0,0.062212,0.079901,0.0,0.011521,0.038704,0.081922,0.872422
mrdr,500.0,0.071946,0.108644,1e-06,0.012245,0.03958,0.089903,1.0
dr-os (oracle),500.0,0.056696,0.054572,1e-06,0.011931,0.040382,0.086282,0.299597
dr-os,500.0,0.062828,0.062328,1e-06,0.015042,0.043427,0.091097,0.329154
switch-dr (oracle),500.0,0.043563,0.050239,0.0,0.006914,0.028412,0.065046,0.343232
switch-dr,500.0,0.059284,0.082691,0.0,0.010171,0.033953,0.081598,1.0
