,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002679,0.006049,0.0,4e-06,0.000141,0.002092,0.057906
dr-ibt,500.0,0.020453,0.107211,0.0,0.000616,0.002858,0.010326,1.0
dr-ibt (tau=0),500.0,0.010046,0.0146,0.0,0.000979,0.003866,0.015527,0.123097
dm,500.0,0.197944,0.041633,0.077385,0.169339,0.198391,0.228203,0.324253
dr,500.0,0.03373,0.117219,0.0,0.001893,0.008483,0.023911,1.0
mrdr,500.0,0.027082,0.11515,0.0,0.000958,0.004256,0.015826,1.0
dr-os (oracle),500.0,0.005616,0.010991,0.0,0.000152,0.000923,0.005738,0.069025
dr-os,500.0,0.015459,0.023695,0.0,0.001362,0.007535,0.019409,0.216349
switch-dr (oracle),500.0,0.00544,0.010479,0.0,0.000288,0.001334,0.005366,0.066055
switch-dr,500.0,0.03373,0.117219,0.0,0.001893,0.008483,0.023911,1.0
