,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001872,0.005134,0.0,7e-06,0.000155,0.001621,0.055161
dr-ibt,500.0,0.008818,0.059135,0.0,0.000491,0.002418,0.006738,1.0
dr-ibt (tau=0),500.0,0.012476,0.029193,0.0,0.000518,0.002657,0.009524,0.232982
dm,500.0,0.174953,0.041321,0.061367,0.148066,0.173437,0.201635,0.324601
dr,500.0,0.016862,0.065396,0.0,0.001054,0.005212,0.017027,1.0
mrdr,500.0,0.011892,0.063962,0.0,0.000611,0.003287,0.010453,1.0
dr-os (oracle),500.0,0.004356,0.00897,0.0,9.4e-05,0.000743,0.00343,0.064832
dr-os,500.0,0.011738,0.017421,0.0,0.000995,0.004751,0.015777,0.19624
switch-dr (oracle),500.0,0.004246,0.008542,0.0,0.000213,0.00091,0.003639,0.0639
switch-dr,500.0,0.016862,0.065396,0.0,0.001054,0.005212,0.017027,1.0
