,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.012163,0.037755,0.0,2.4e-05,0.001026,0.006915,0.48176
dr-ibt,500.0,0.024458,0.047762,2e-06,0.002262,0.008372,0.023983,0.500171
dr-ibt (tau=0),500.0,0.017586,0.040586,0.0,0.001409,0.005787,0.016029,0.48176
dm,500.0,0.280843,0.0832,0.0262,0.222978,0.285072,0.335264,0.555331
dr,500.0,0.04688,0.06592,0.0,0.003884,0.018803,0.063158,0.496771
mrdr,500.0,0.03214,0.059144,0.0,0.002177,0.01078,0.03457,0.568341
dr-os (oracle),500.0,0.022637,0.048691,0.0,0.000281,0.002656,0.01774,0.49729
dr-os,500.0,0.044139,0.061171,0.0,0.00363,0.018273,0.061136,0.49729
switch-dr (oracle),500.0,0.022415,0.046583,0.0,0.0008,0.003928,0.018244,0.496771
switch-dr,500.0,0.04688,0.06592,0.0,0.003884,0.018803,0.063158,0.496771
