,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.032065,0.022861,4e-06,0.01469,0.028301,0.044327,0.139725
dr-ibt,500.0,0.034459,0.024516,0.000644,0.016166,0.029618,0.045083,0.134208
dr-ibt (tau=0),500.0,0.104023,0.026258,0.037378,0.085181,0.103022,0.121932,0.19471
dm,500.0,0.123335,0.028534,0.057215,0.103021,0.120286,0.141509,0.225942
dr,500.0,0.032022,0.023825,6e-06,0.014993,0.027909,0.043897,0.188016
mrdr,500.0,0.032138,0.025312,2e-06,0.015095,0.027663,0.041806,0.268942
dr-os (oracle),500.0,0.034861,0.024435,6e-06,0.015814,0.03099,0.049881,0.132373
dr-os,500.0,0.035224,0.024965,6e-06,0.015814,0.031203,0.05038,0.132373
switch-dr (oracle),500.0,0.030716,0.020762,7.2e-05,0.014732,0.027419,0.04311,0.11015
switch-dr,500.0,0.03314,0.022885,7.2e-05,0.015336,0.029597,0.045407,0.128488
