,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.041429,0.047072,0.0,0.005192,0.025905,0.059858,0.294588
dr-ibt,500.0,0.057046,0.087878,0.0,0.008853,0.032462,0.074116,1.0
dr-ibt (tau=0),500.0,0.127431,0.054907,0.021755,0.088279,0.119498,0.158816,0.332803
dm,500.0,0.143424,0.056806,0.013544,0.101118,0.136019,0.182409,0.324671
dr,500.0,0.053635,0.085487,9e-06,0.007311,0.030041,0.07021,1.0
mrdr,500.0,0.057578,0.101533,0.0,0.006962,0.029565,0.073192,1.0
dr-os (oracle),500.0,0.048561,0.050668,0.0,0.0062,0.0342,0.076151,0.356494
dr-os,500.0,0.052567,0.05628,0.0,0.008618,0.035703,0.079732,0.356494
switch-dr (oracle),500.0,0.043139,0.046715,0.0,0.004856,0.025789,0.066626,0.2419
switch-dr,500.0,0.061998,0.112884,1e-06,0.008988,0.034901,0.076838,1.0
