,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.019132,0.019868,0.0,0.004594,0.01394,0.028626,0.22376
dr-ibt,500.0,0.02873,0.024182,0.0,0.011135,0.024015,0.040642,0.233713
dr-ibt (tau=0),500.0,0.024781,0.025146,0.0,0.006209,0.0172,0.037485,0.271158
dm,500.0,0.146567,0.030276,0.070144,0.125895,0.145419,0.166634,0.234986
dr,500.0,0.03127,0.026944,1e-06,0.009833,0.025339,0.044872,0.135401
mrdr,500.0,0.030513,0.027024,0.0,0.009213,0.024656,0.041945,0.149809
dr-os (oracle),500.0,0.031128,0.024992,0.0,0.011456,0.025533,0.04496,0.165384
dr-os,500.0,0.031424,0.02568,2e-06,0.011456,0.025533,0.04496,0.170263
switch-dr (oracle),500.0,0.028241,0.025475,0.0,0.009501,0.022412,0.040301,0.164787
switch-dr,500.0,0.030428,0.027714,0.0,0.010108,0.023613,0.042667,0.18204
