,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.033319,0.02551,0.0,0.013597,0.027661,0.050024,0.137654
dr-ibt,500.0,0.036303,0.029948,0.0,0.014064,0.028945,0.050207,0.138576
dr-ibt (tau=0),500.0,0.12449,0.028901,0.054181,0.104399,0.124394,0.141704,0.212613
dm,500.0,0.14359,0.03069,0.074653,0.120658,0.140502,0.164181,0.268805
dr,500.0,0.03707,0.030105,1e-06,0.013709,0.030299,0.052614,0.153365
mrdr,500.0,0.037619,0.031903,1.7e-05,0.013427,0.029882,0.052637,0.195078
dr-os (oracle),500.0,0.037872,0.0304,2.7e-05,0.015655,0.030021,0.054297,0.183646
dr-os,500.0,0.038607,0.031608,2.7e-05,0.015757,0.030021,0.054744,0.211671
switch-dr (oracle),500.0,0.035236,0.027446,1e-06,0.014875,0.029241,0.050182,0.130442
switch-dr,500.0,0.038005,0.029645,1e-06,0.016083,0.03137,0.053596,0.15168
