,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001457,0.002391,0.0,4e-06,0.00022,0.002077,0.015992
dr-ibt,500.0,0.003448,0.003907,0.0,0.000402,0.001983,0.005367,0.02296
dr-ibt (tau=0),500.0,0.009659,0.007376,0.0,0.002926,0.008635,0.015882,0.03024
dm,500.0,0.277971,0.043174,0.17138,0.247326,0.275977,0.309339,0.393261
dr,500.0,0.010099,0.013043,2e-06,0.001229,0.005283,0.013849,0.079771
mrdr,500.0,0.003848,0.005031,0.0,0.000549,0.002018,0.005804,0.039752
dr-os (oracle),500.0,0.002925,0.006415,0.0,0.000121,0.000573,0.002402,0.061309
dr-os,500.0,0.009093,0.011634,0.0,0.001054,0.004838,0.012742,0.070563
switch-dr (oracle),500.0,0.002871,0.005907,0.0,0.000124,0.000679,0.002643,0.058988
switch-dr,500.0,0.010099,0.013043,2e-06,0.001229,0.005283,0.013849,0.079771
