,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.008843,0.018032,0.0,5.5e-05,0.001417,0.009275,0.154298
dr-ibt,500.0,0.024744,0.052653,0.0,0.002398,0.010196,0.027069,0.846932
dr-ibt (tau=0),500.0,0.016361,0.021607,0.0,0.002578,0.008494,0.022431,0.168766
dm,500.0,0.245326,0.070414,0.040618,0.193889,0.245339,0.289132,0.459489
dr,500.0,0.053446,0.104035,0.0,0.004198,0.020217,0.063083,1.0
mrdr,500.0,0.037294,0.07764,0.0,0.002818,0.015023,0.040649,0.92398
dr-os (oracle),500.0,0.015484,0.03407,0.0,0.000381,0.00192,0.011655,0.212159
dr-os,500.0,0.045594,0.0655,3e-06,0.003516,0.019213,0.061177,0.454118
switch-dr (oracle),500.0,0.017438,0.033247,0.0,0.000817,0.004322,0.017443,0.210998
switch-dr,500.0,0.053446,0.104035,0.0,0.004198,0.020217,0.063083,1.0
