,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.036898,0.025201,4e-06,0.01698,0.032148,0.052686,0.130664
dr-ibt,500.0,0.039295,0.031381,2e-06,0.018105,0.032935,0.052808,0.387163
dr-ibt (tau=0),500.0,0.121135,0.027774,0.046889,0.100175,0.121079,0.139818,0.232638
dm,500.0,0.141289,0.03181,0.060506,0.119213,0.138505,0.161763,0.253968
dr,500.0,0.040225,0.030685,1e-06,0.017752,0.03388,0.056252,0.175313
mrdr,500.0,0.040853,0.032415,7e-06,0.016549,0.03469,0.055803,0.193052
dr-os (oracle),500.0,0.039445,0.028019,4e-06,0.017881,0.035115,0.055049,0.182437
dr-os,500.0,0.040236,0.029326,1.3e-05,0.017881,0.035184,0.056933,0.184036
switch-dr (oracle),500.0,0.036241,0.027827,1e-06,0.014985,0.030489,0.050757,0.143088
switch-dr,500.0,0.039945,0.030683,1e-06,0.016048,0.0338,0.055296,0.177932
