,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.033639,0.029839,0.0,0.010245,0.027245,0.048381,0.170471
dr-ibt,500.0,0.044078,0.04011,1e-06,0.013461,0.033693,0.064024,0.25453
dr-ibt (tau=0),500.0,0.064783,0.039276,0.001102,0.03576,0.057663,0.08836,0.253798
dm,500.0,0.148299,0.04048,0.038194,0.119308,0.146994,0.173528,0.288258
dr,500.0,0.048089,0.044269,1e-06,0.013117,0.035983,0.069044,0.22708
mrdr,500.0,0.050443,0.051931,2.6e-05,0.011623,0.035411,0.072943,0.30685
dr-os (oracle),500.0,0.044323,0.038082,0.0,0.015581,0.035261,0.06295,0.220615
dr-os,500.0,0.046146,0.041313,2.6e-05,0.015581,0.035474,0.06317,0.249965
switch-dr (oracle),500.0,0.035104,0.032063,4e-06,0.009211,0.028018,0.051759,0.158322
switch-dr,500.0,0.041194,0.037992,6e-06,0.011266,0.0307,0.059863,0.212725
