,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.021052,0.028981,0.0,0.001054,0.010079,0.028847,0.22087
dr-ibt,500.0,0.030013,0.035274,0.0,0.00512,0.017468,0.043478,0.221808
dr-ibt (tau=0),500.0,0.050784,0.042032,1.4e-05,0.018664,0.042171,0.072214,0.288939
dm,500.0,0.101215,0.047401,0.002302,0.06913,0.096703,0.128591,0.300171
dr,500.0,0.036119,0.062189,0.0,0.004334,0.017043,0.046058,1.0
mrdr,500.0,0.036525,0.045363,0.0,0.004906,0.019898,0.051902,0.272101
dr-os (oracle),500.0,0.031891,0.038784,0.0,0.001576,0.017814,0.050347,0.213397
dr-os,500.0,0.034358,0.041736,0.0,0.003007,0.019112,0.051068,0.25382
switch-dr (oracle),500.0,0.027246,0.037191,0.0,0.002297,0.013616,0.039239,0.26186
switch-dr,500.0,0.036041,0.051251,0.0,0.004001,0.017972,0.047623,0.447696
