,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.048392,0.033076,1e-06,0.023002,0.042794,0.067175,0.172288
dr-ibt,500.0,0.0519,0.036989,5e-06,0.025282,0.044547,0.070609,0.309142
dr-ibt (tau=0),500.0,0.169118,0.033296,0.088823,0.144309,0.166316,0.19047,0.272055
dm,500.0,0.196749,0.035848,0.108887,0.169043,0.196714,0.222917,0.30688
dr,500.0,0.052034,0.039913,0.0,0.021764,0.042918,0.0721,0.203165
mrdr,500.0,0.052116,0.042447,3e-06,0.022465,0.041707,0.068072,0.255999
dr-os (oracle),500.0,0.054013,0.036862,1e-06,0.026178,0.047565,0.074786,0.18804
dr-os,500.0,0.054577,0.037395,1e-06,0.026436,0.047904,0.075117,0.18804
switch-dr (oracle),500.0,0.048963,0.033962,1.6e-05,0.02249,0.04404,0.069627,0.226878
switch-dr,500.0,0.052424,0.036899,1.8e-05,0.024059,0.047781,0.073568,0.272536
