,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.038467,0.037517,0.0,0.006182,0.028619,0.057194,0.200384
dr-ibt,500.0,0.047719,0.057445,0.0,0.010021,0.032881,0.070201,0.719785
dr-ibt (tau=0),500.0,0.163343,0.046936,0.042814,0.131058,0.158664,0.194875,0.323269
dm,500.0,0.154623,0.039115,0.051297,0.127649,0.151745,0.18144,0.278801
dr,500.0,0.055409,0.088316,0.0,0.01073,0.034435,0.07219,1.0
mrdr,500.0,0.055569,0.08041,0.0,0.008024,0.031977,0.070905,1.0
dr-os (oracle),500.0,0.043034,0.040177,0.0,0.010553,0.032599,0.064061,0.259709
dr-os,500.0,0.04626,0.04517,7e-06,0.011899,0.033454,0.069753,0.274572
switch-dr (oracle),500.0,0.033876,0.035476,0.0,0.00596,0.022094,0.051794,0.191622
switch-dr,500.0,0.045932,0.064925,0.0,0.00873,0.026956,0.060635,1.0
