,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.038283,0.042402,0.0,0.006148,0.025152,0.055961,0.266598
dr-ibt,500.0,0.049588,0.057029,0.0,0.007656,0.028373,0.076511,0.370827
dr-ibt (tau=0),500.0,0.10809,0.053504,0.005233,0.070228,0.099742,0.137427,0.317266
dm,500.0,0.126164,0.056737,0.004666,0.087125,0.1189,0.158156,0.340591
dr,500.0,0.059634,0.083382,0.0,0.009246,0.030051,0.079882,0.869798
mrdr,500.0,0.063619,0.096387,0.0,0.006624,0.028194,0.087669,1.0
dr-os (oracle),500.0,0.044512,0.049618,0.0,0.004029,0.028635,0.068582,0.275655
dr-os,500.0,0.050789,0.056862,0.0,0.008132,0.030804,0.07496,0.338146
switch-dr (oracle),500.0,0.038006,0.044411,2e-06,0.003506,0.021921,0.055729,0.246854
switch-dr,500.0,0.057526,0.082723,2e-06,0.009101,0.031242,0.078756,1.0
