,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.008242,0.019291,0.0,3.1e-05,0.001466,0.008896,0.216191
dr-ibt,500.0,0.018387,0.028672,1e-06,0.001714,0.008402,0.024111,0.221914
dr-ibt (tau=0),500.0,0.013598,0.023967,1e-06,0.001345,0.005848,0.016553,0.25752
dm,500.0,0.277915,0.071189,0.080231,0.230282,0.276162,0.325408,0.502821
dr,500.0,0.039059,0.061925,0.0,0.004305,0.018498,0.046834,0.679625
mrdr,500.0,0.030849,0.050154,0.0,0.002516,0.011505,0.035453,0.435247
dr-os (oracle),500.0,0.014563,0.027908,0.0,0.000397,0.002556,0.016607,0.253917
dr-os,500.0,0.034746,0.051841,0.0,0.004097,0.017518,0.044189,0.498409
switch-dr (oracle),500.0,0.014964,0.02671,0.0,0.000718,0.004144,0.018604,0.253405
switch-dr,500.0,0.039059,0.061925,0.0,0.004305,0.018498,0.046834,0.679625
