,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.031,0.02486,0.0,0.012155,0.026428,0.043091,0.151125
dr-ibt,500.0,0.03393,0.026041,1e-06,0.015653,0.028052,0.045832,0.192194
dr-ibt (tau=0),500.0,0.121884,0.037745,0.030981,0.09547,0.118265,0.144187,0.267471
dm,500.0,0.12547,0.028925,0.041911,0.103895,0.124187,0.144331,0.204163
dr,500.0,0.032266,0.024804,0.0,0.013605,0.026813,0.045777,0.139125
mrdr,500.0,0.031287,0.024557,5e-06,0.013319,0.024812,0.043729,0.14104
dr-os (oracle),500.0,0.034244,0.024889,1e-06,0.015177,0.029611,0.048619,0.187293
dr-os,500.0,0.034594,0.025363,1e-06,0.015177,0.029611,0.048748,0.194036
switch-dr (oracle),500.0,0.031215,0.023966,1.7e-05,0.013623,0.025389,0.04342,0.120963
switch-dr,500.0,0.033561,0.025712,1.7e-05,0.014636,0.027572,0.048122,0.130367
