,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.017724,0.019941,0.0,0.002133,0.010586,0.026319,0.100658
dr-ibt,500.0,0.031532,0.034584,0.0,0.009356,0.023355,0.042321,0.466014
dr-ibt (tau=0),500.0,0.023171,0.024052,0.0,0.004455,0.014382,0.033885,0.116825
dm,500.0,0.136076,0.033073,0.053008,0.113807,0.132128,0.158587,0.259199
dr,500.0,0.033915,0.035136,3e-06,0.010123,0.025028,0.04641,0.348832
mrdr,500.0,0.034312,0.043283,6e-06,0.007791,0.024789,0.046739,0.533729
dr-os (oracle),500.0,0.032145,0.029238,0.0,0.008972,0.024882,0.046144,0.184323
dr-os,500.0,0.033033,0.030494,0.0,0.009014,0.026014,0.046765,0.184323
switch-dr (oracle),500.0,0.028147,0.027239,0.0,0.007305,0.019588,0.041498,0.175278
switch-dr,500.0,0.032922,0.036385,0.0,0.008536,0.023378,0.047788,0.403912
