,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.013695,0.021531,0.0,0.000361,0.004934,0.018695,0.152622
dr-ibt,500.0,0.048247,0.117655,0.0,0.004626,0.01604,0.040206,1.0
dr-ibt (tau=0),500.0,0.026705,0.041201,0.0,0.002651,0.011955,0.033262,0.398435
dm,500.0,0.172252,0.060149,0.050955,0.130843,0.168198,0.211939,0.405388
dr,500.0,0.058983,0.12743,1e-06,0.004181,0.020794,0.052431,1.0
mrdr,500.0,0.056486,0.12411,0.0,0.005232,0.018711,0.048066,1.0
dr-os (oracle),500.0,0.015561,0.025051,0.0,0.000464,0.003506,0.021681,0.160661
dr-os,500.0,0.036134,0.055017,0.0,0.00362,0.018146,0.044756,0.554934
switch-dr (oracle),500.0,0.01593,0.023911,0.0,0.001193,0.005677,0.022195,0.138989
switch-dr,500.0,0.058983,0.12743,1e-06,0.004181,0.020794,0.052431,1.0
