,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.024973,0.025829,0.0,0.005392,0.018187,0.036385,0.177842
dr-ibt,500.0,0.039638,0.031893,1e-06,0.015526,0.032848,0.055402,0.193232
dr-ibt (tau=0),500.0,0.032883,0.033144,0.0,0.008006,0.023548,0.048871,0.210963
dm,500.0,0.164721,0.038007,0.060845,0.139646,0.163943,0.189809,0.29241
dr,500.0,0.037857,0.032101,1e-06,0.012747,0.030979,0.053878,0.19617
mrdr,500.0,0.038069,0.034327,3e-06,0.012292,0.030203,0.053066,0.20348
dr-os (oracle),500.0,0.039903,0.032493,0.0,0.014923,0.033129,0.058023,0.210816
dr-os,500.0,0.040073,0.032556,0.0,0.014923,0.033151,0.059076,0.211996
switch-dr (oracle),500.0,0.036762,0.030267,0.0,0.013239,0.029154,0.053648,0.169509
switch-dr,500.0,0.039766,0.033351,0.0,0.014186,0.03085,0.058222,0.179989
