,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.021203,0.032345,0.0,0.000402,0.006964,0.02815,0.194104
dr-ibt,500.0,0.056246,0.12861,0.0,0.003927,0.024066,0.058628,1.0
dr-ibt (tau=0),500.0,0.033476,0.049031,0.0,0.003234,0.013765,0.041912,0.428427
dm,500.0,0.24646,0.064508,0.09959,0.199368,0.243565,0.289571,0.461174
dr,500.0,0.072295,0.143572,1e-06,0.007668,0.029813,0.078742,1.0
mrdr,500.0,0.064415,0.145077,0.0,0.004931,0.020694,0.063119,1.0
dr-os (oracle),500.0,0.025844,0.039185,0.0,0.000812,0.005466,0.034298,0.197276
dr-os,500.0,0.048093,0.062944,8e-06,0.006246,0.025816,0.068017,0.488264
switch-dr (oracle),500.0,0.026498,0.037671,1e-06,0.00202,0.008982,0.03338,0.196599
switch-dr,500.0,0.072295,0.143572,1e-06,0.007668,0.029813,0.078742,1.0
