,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001135,0.004241,0.0,2e-06,5e-05,0.00071,0.074209
dr-ibt,500.0,0.008038,0.063602,0.0,0.000393,0.001805,0.004788,1.0
dr-ibt (tau=0),500.0,0.005617,0.007077,0.0,0.000798,0.003581,0.008878,0.077571
dm,500.0,0.1848,0.04496,0.051131,0.153453,0.184398,0.216866,0.313459
dr,500.0,0.016293,0.067855,0.0,0.000837,0.004569,0.012555,1.0
mrdr,500.0,0.010867,0.051466,0.0,0.000648,0.002377,0.007275,1.0
dr-os (oracle),500.0,0.004771,0.008823,0.0,0.000112,0.00084,0.005075,0.053048
dr-os,500.0,0.00882,0.012716,0.0,0.000907,0.004366,0.011785,0.105356
switch-dr (oracle),500.0,0.004977,0.008553,0.0,0.000198,0.00107,0.005598,0.052273
switch-dr,500.0,0.016293,0.067855,0.0,0.000837,0.004569,0.012555,1.0
