,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.012814,0.023159,0.0,7.1e-05,0.002878,0.014113,0.198412
dr-ibt,500.0,0.018228,0.02708,0.0,0.001891,0.008226,0.021736,0.20998
dr-ibt (tau=0),500.0,0.016995,0.026113,0.0,0.001193,0.007069,0.021685,0.214527
dm,500.0,0.230851,0.057693,0.074475,0.19123,0.230671,0.273838,0.400231
dr,500.0,0.027075,0.036837,2e-06,0.0024,0.012299,0.037566,0.254063
mrdr,500.0,0.021042,0.030361,0.0,0.001732,0.009861,0.028936,0.24551
dr-os (oracle),500.0,0.016466,0.030577,0.0,0.000268,0.002358,0.01774,0.207432
dr-os,500.0,0.02647,0.035919,0.0,0.00235,0.011788,0.037233,0.239267
switch-dr (oracle),500.0,0.017139,0.029686,0.0,0.000785,0.004011,0.018152,0.207123
switch-dr,500.0,0.027075,0.036837,2e-06,0.0024,0.012299,0.037566,0.254063
