,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.025719,0.02889,0.0,0.002365,0.01554,0.040474,0.208534
dr-ibt,500.0,0.028565,0.035128,0.0,0.00337,0.01668,0.041972,0.22177
dr-ibt (tau=0),500.0,0.111586,0.036222,0.02826,0.08563,0.109937,0.135316,0.234114
dm,500.0,0.132267,0.040275,0.047963,0.103045,0.129494,0.157852,0.254536
dr,500.0,0.029023,0.03156,2e-06,0.004707,0.017917,0.043199,0.156262
mrdr,500.0,0.033469,0.042262,2e-06,0.004486,0.018537,0.044465,0.251437
dr-os (oracle),500.0,0.028355,0.031934,0.0,0.003291,0.017636,0.042315,0.190696
dr-os,500.0,0.029852,0.032791,0.0,0.005422,0.018511,0.044176,0.202168
switch-dr (oracle),500.0,0.023014,0.028527,0.0,0.002228,0.012421,0.032167,0.201678
switch-dr,500.0,0.029884,0.03994,1e-06,0.003949,0.016426,0.038884,0.384241
