,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001749,0.002456,0.0,1.4e-05,0.000646,0.002739,0.013322
dr-ibt,500.0,0.004316,0.017349,0.0,0.000689,0.002543,0.005302,0.382424
dr-ibt (tau=0),500.0,0.013974,0.009777,0.0,0.004476,0.015124,0.022335,0.035191
dm,500.0,0.153846,0.031359,0.072586,0.133919,0.153215,0.174202,0.262141
dr,500.0,0.009746,0.033566,0.0,0.00052,0.003324,0.010881,0.703419
mrdr,500.0,0.006824,0.02524,0.0,0.000615,0.003013,0.00691,0.534557
dr-os (oracle),500.0,0.00097,0.002626,0.0,4.1e-05,0.000222,0.00091,0.031722
dr-os,500.0,0.007223,0.01046,0.0,0.000501,0.002938,0.009538,0.092759
switch-dr (oracle),500.0,0.00145,0.002789,0.0,9e-05,0.000413,0.001482,0.027348
switch-dr,500.0,0.009746,0.033566,0.0,0.00052,0.003324,0.010881,0.703419
