,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.033782,0.04152,0.0,0.003336,0.019901,0.050605,0.355369
dr-ibt,500.0,0.045897,0.05195,1e-06,0.007669,0.029452,0.070791,0.384031
dr-ibt (tau=0),500.0,0.051386,0.049305,2e-06,0.013224,0.038533,0.073713,0.374458
dm,500.0,0.125708,0.05456,0.013315,0.086676,0.119579,0.160722,0.302838
dr,500.0,0.048822,0.053707,1e-06,0.00542,0.031,0.077597,0.319152
mrdr,500.0,0.053716,0.068459,0.0,0.00747,0.029072,0.072434,0.571431
dr-os (oracle),500.0,0.042876,0.044896,0.0,0.004723,0.029688,0.069261,0.321328
dr-os,500.0,0.047411,0.051345,1e-06,0.007209,0.032915,0.07277,0.351653
switch-dr (oracle),500.0,0.034261,0.038651,0.0,0.004231,0.021966,0.051601,0.244565
switch-dr,500.0,0.043877,0.049885,1e-06,0.006945,0.02983,0.062,0.369777
