,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001601,0.0041,0.0,3e-06,5.3e-05,0.001242,0.037449
dr-ibt,500.0,0.005739,0.009359,0.0,0.000622,0.002474,0.006456,0.083873
dr-ibt (tau=0),500.0,0.006919,0.008464,0.0,0.000855,0.003855,0.011118,0.077312
dm,500.0,0.245528,0.056203,0.11852,0.204519,0.243718,0.283168,0.427914
dr,500.0,0.014219,0.020043,0.0,0.001253,0.005639,0.019473,0.163853
mrdr,500.0,0.00726,0.011406,0.0,0.000707,0.003119,0.009314,0.103839
dr-os (oracle),500.0,0.007424,0.014357,0.0,0.000169,0.001214,0.006528,0.129938
dr-os,500.0,0.012746,0.017109,0.0,0.001016,0.00537,0.018574,0.129938
switch-dr (oracle),500.0,0.00718,0.013499,0.0,0.000244,0.001576,0.007344,0.12538
switch-dr,500.0,0.014219,0.020043,0.0,0.001253,0.005639,0.019473,0.163853
