,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.030637,0.034068,0.0,0.003971,0.019821,0.047863,0.208391
dr-ibt,500.0,0.039473,0.044005,1e-06,0.007447,0.026312,0.059741,0.293387
dr-ibt (tau=0),500.0,0.096605,0.050135,0.006193,0.057746,0.087947,0.134353,0.265638
dm,500.0,0.136014,0.043391,0.036694,0.104829,0.132536,0.163435,0.316298
dr,500.0,0.038827,0.049857,5e-06,0.006191,0.024089,0.055783,0.629995
mrdr,500.0,0.041553,0.051494,0.0,0.005415,0.022223,0.059691,0.437291
dr-os (oracle),500.0,0.037393,0.037802,0.0,0.006612,0.026983,0.059591,0.211213
dr-os,500.0,0.038747,0.039358,0.0,0.007265,0.027176,0.059985,0.244316
switch-dr (oracle),500.0,0.032203,0.034137,1e-06,0.005757,0.021855,0.046222,0.194011
switch-dr,500.0,0.041142,0.048738,2e-06,0.008765,0.027155,0.061056,0.571595
