,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.029988,0.03428,0.0,0.003061,0.01947,0.044188,0.237324
dr-ibt,500.0,0.050704,0.040549,2.9e-05,0.022154,0.04436,0.070695,0.420168
dr-ibt (tau=0),500.0,0.060336,0.075861,0.0,0.005237,0.02934,0.084769,0.36062
dm,500.0,0.151571,0.030572,0.068055,0.129978,0.150304,0.170323,0.25772
dr,500.0,0.049537,0.050465,8.5e-05,0.019814,0.040879,0.069613,0.733966
mrdr,500.0,0.049656,0.050457,0.0,0.018954,0.040918,0.066984,0.535418
dr-os (oracle),500.0,0.050788,0.032282,3.2e-05,0.02712,0.045593,0.06879,0.16064
dr-os,500.0,0.052666,0.034531,3.2e-05,0.027613,0.046862,0.071767,0.182058
switch-dr (oracle),500.0,0.04182,0.029101,0.0,0.020199,0.038388,0.057679,0.163657
switch-dr,500.0,0.049055,0.037691,0.0,0.021665,0.043986,0.067214,0.261038
