,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.048428,0.046041,0.0,0.012151,0.037183,0.070446,0.253319
dr-ibt,500.0,0.05321,0.051258,1.2e-05,0.014677,0.038196,0.075379,0.366132
dr-ibt (tau=0),500.0,0.183444,0.065183,0.003693,0.139294,0.181607,0.231015,0.398818
dm,500.0,0.174795,0.048575,0.069559,0.138955,0.171493,0.207275,0.384252
dr,500.0,0.049414,0.044662,1.7e-05,0.01385,0.037835,0.069021,0.237889
mrdr,500.0,0.051292,0.051872,0.0,0.013118,0.035787,0.069454,0.301428
dr-os (oracle),500.0,0.048654,0.045212,1e-06,0.013854,0.036861,0.070777,0.31862
dr-os,500.0,0.049086,0.045693,1e-06,0.013961,0.037147,0.070777,0.321094
switch-dr (oracle),500.0,0.048486,0.044933,1e-06,0.012142,0.036342,0.073634,0.218427
switch-dr,500.0,0.053596,0.050231,1e-06,0.014417,0.040035,0.080565,0.29612
