,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.030102,0.039233,0.0,0.002142,0.015053,0.040134,0.208309
dr-ibt,500.0,0.040889,0.049758,0.0,0.005844,0.02274,0.054198,0.297028
dr-ibt (tau=0),500.0,0.103324,0.051256,0.010812,0.062131,0.096653,0.13446,0.284142
dm,500.0,0.119315,0.051134,0.002059,0.081398,0.114514,0.153228,0.277845
dr,500.0,0.040004,0.048111,0.0,0.005838,0.023132,0.055824,0.331463
mrdr,500.0,0.047773,0.062309,1e-06,0.005275,0.021448,0.069112,0.456583
dr-os (oracle),500.0,0.034486,0.042676,0.0,0.002472,0.019588,0.05019,0.311425
dr-os,500.0,0.037378,0.0439,0.0,0.005722,0.021825,0.055692,0.325323
switch-dr (oracle),500.0,0.030329,0.039425,0.0,0.002609,0.015654,0.042057,0.24627
switch-dr,500.0,0.040437,0.051375,0.0,0.006047,0.02399,0.055987,0.397728
