,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.02714,0.023823,0.0,0.009109,0.020795,0.037943,0.162163
dr-ibt,500.0,0.039555,0.030413,1.8e-05,0.017734,0.033337,0.0539,0.291831
dr-ibt (tau=0),500.0,0.034346,0.030016,6e-06,0.012328,0.026574,0.048679,0.200578
dm,500.0,0.151569,0.032368,0.055898,0.129218,0.149422,0.172836,0.273295
dr,500.0,0.040796,0.031604,6e-06,0.016536,0.033444,0.060476,0.190272
mrdr,500.0,0.04051,0.033785,0.0,0.015478,0.031829,0.05821,0.221625
dr-os (oracle),500.0,0.043062,0.030142,9e-06,0.020502,0.036689,0.060007,0.169693
dr-os,500.0,0.043958,0.031431,0.000102,0.020502,0.036714,0.061306,0.169693
switch-dr (oracle),500.0,0.037431,0.028606,0.0,0.01538,0.031898,0.052143,0.167431
switch-dr,500.0,0.041136,0.031563,0.0,0.016727,0.034548,0.059877,0.199137
