,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000747,0.002019,0.0,1e-06,1.2e-05,0.000372,0.016355
dr-ibt,500.0,0.00371,0.004918,0.0,0.000515,0.001658,0.005337,0.030951
dr-ibt (tau=0),500.0,0.003368,0.003535,0.0,0.000535,0.002134,0.005463,0.020636
dm,500.0,0.253001,0.041659,0.159183,0.224744,0.253539,0.276741,0.387398
dr,500.0,0.007951,0.010698,0.0,0.000764,0.003842,0.010979,0.074728
mrdr,500.0,0.003963,0.005194,0.0,0.00038,0.001894,0.005704,0.026682
dr-os (oracle),500.0,0.006852,0.010655,0.0,0.000248,0.00201,0.009215,0.076666
dr-os,500.0,0.008205,0.010953,0.0,0.000848,0.003893,0.011165,0.076666
switch-dr (oracle),500.0,0.006454,0.010072,0.0,0.000319,0.001974,0.008609,0.074728
switch-dr,500.0,0.007951,0.010698,0.0,0.000764,0.003842,0.010979,0.074728
