,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003194,0.006481,0.0,5e-06,0.000408,0.003292,0.062806
dr-ibt,500.0,0.006755,0.009613,0.0,0.000639,0.00279,0.008607,0.062606
dr-ibt (tau=0),500.0,0.004801,0.007406,0.0,0.000619,0.002429,0.005975,0.075544
dm,500.0,0.250795,0.053755,0.094685,0.21229,0.25077,0.284124,0.40763
dr,500.0,0.012633,0.016928,1e-06,0.001355,0.006001,0.017436,0.095588
mrdr,500.0,0.007328,0.010024,0.0,0.000883,0.003897,0.009877,0.061213
dr-os (oracle),500.0,0.009892,0.015952,0.0,0.000243,0.002682,0.011435,0.096515
dr-os,500.0,0.012813,0.017029,1e-06,0.001466,0.005771,0.017343,0.096515
switch-dr (oracle),500.0,0.009345,0.015124,0.0,0.000484,0.002667,0.010661,0.093962
switch-dr,500.0,0.012633,0.016928,1e-06,0.001355,0.006001,0.017436,0.095588
