,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.019622,0.025502,0.0,0.00142,0.008275,0.028045,0.134877
dr-ibt,500.0,0.036988,0.040836,7e-06,0.007767,0.025053,0.053279,0.263175
dr-ibt (tau=0),500.0,0.075794,0.030499,0.011398,0.054199,0.073125,0.095348,0.174975
dm,500.0,0.093012,0.024079,0.031318,0.077368,0.092377,0.106961,0.203007
dr,500.0,0.031656,0.038141,0.0,0.003526,0.016746,0.049633,0.212898
mrdr,500.0,0.036698,0.048181,1e-06,0.004475,0.017044,0.050757,0.378476
dr-os (oracle),500.0,0.030851,0.03126,2e-06,0.004477,0.020349,0.047602,0.153414
dr-os,500.0,0.035022,0.038985,2e-06,0.004477,0.020782,0.052582,0.235057
switch-dr (oracle),500.0,0.02274,0.028226,0.0,0.001596,0.009961,0.035181,0.1455
switch-dr,500.0,0.036151,0.048511,1e-06,0.003156,0.019437,0.048792,0.408338
