,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003102,0.004619,0.0,0.000176,0.00099,0.004234,0.03263
dr-ibt,500.0,0.003434,0.004742,0.0,0.000355,0.001616,0.004804,0.035472
dr-ibt (tau=0),500.0,0.006061,0.006246,0.0,0.001285,0.004172,0.008825,0.042857
dm,500.0,0.342372,0.005234,0.323169,0.339219,0.342655,0.345588,0.358085
dr,500.0,0.006069,0.009472,0.0,0.000551,0.002855,0.007275,0.077183
mrdr,500.0,0.002698,0.003781,0.0,0.000317,0.001245,0.003593,0.027252
dr-os (oracle),500.0,0.012774,0.012617,0.0,0.002972,0.009169,0.019172,0.082505
dr-os,500.0,0.012774,0.012617,0.0,0.002972,0.009169,0.019172,0.082505
switch-dr (oracle),500.0,0.003971,0.006518,0.0,0.000199,0.001258,0.005046,0.054352
switch-dr,500.0,0.006069,0.009472,0.0,0.000551,0.002855,0.007275,0.077183
