,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.040514,0.057312,1e-06,0.002382,0.013827,0.059377,0.333402
dr-ibt,500.0,0.074918,0.070637,0.0,0.015565,0.057314,0.115363,0.344257
dr-ibt (tau=0),500.0,0.258908,0.047436,0.10797,0.22703,0.260161,0.287516,0.380348
dm,500.0,0.333606,0.023439,0.254343,0.318422,0.334433,0.348421,0.388072
dr,500.0,0.059828,0.090037,0.0,0.006629,0.024985,0.077836,0.836378
mrdr,500.0,0.057138,0.083644,0.0,0.005581,0.024622,0.070489,0.774671
dr-os (oracle),500.0,0.048045,0.058857,1e-06,0.006384,0.025857,0.06633,0.330606
dr-os,500.0,0.049618,0.063751,1e-06,0.006384,0.025857,0.06633,0.43379
switch-dr (oracle),500.0,0.035341,0.053901,0.0,0.002484,0.0124,0.046042,0.327759
switch-dr,500.0,0.059828,0.090037,0.0,0.006629,0.024985,0.077836,0.836378
