,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.014278,0.018248,0.0,0.001171,0.006637,0.022259,0.096335
dr-ibt,500.0,0.022993,0.023574,0.0,0.004413,0.015461,0.035948,0.120009
dr-ibt (tau=0),500.0,0.089683,0.021849,0.033626,0.074064,0.08755,0.104222,0.162002
dm,500.0,0.095322,0.013123,0.060603,0.086443,0.095196,0.103771,0.139319
dr,500.0,0.01645,0.020899,0.0,0.00207,0.008772,0.0224,0.124705
mrdr,500.0,0.020983,0.028445,0.0,0.002341,0.010192,0.027557,0.186658
dr-os (oracle),500.0,0.019313,0.02162,0.0,0.00308,0.011674,0.028493,0.135295
dr-os,500.0,0.019481,0.022318,0.0,0.00308,0.011674,0.028493,0.153595
switch-dr (oracle),500.0,0.012397,0.016528,0.0,0.000878,0.005541,0.017681,0.093564
switch-dr,500.0,0.014207,0.018805,0.0,0.001433,0.007289,0.019517,0.1392
