,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.026363,0.028584,0.0,0.003453,0.016404,0.040949,0.135712
dr-ibt,500.0,0.038411,0.038172,1e-06,0.007452,0.026309,0.058268,0.177726
dr-ibt (tau=0),500.0,0.060596,0.031779,0.000404,0.036797,0.055824,0.081915,0.194207
dm,500.0,0.093014,0.023996,0.031089,0.077441,0.091412,0.107056,0.159987
dr,500.0,0.032071,0.039292,0.0,0.004468,0.017401,0.045635,0.275199
mrdr,500.0,0.037418,0.04806,0.0,0.00472,0.018889,0.050021,0.290007
dr-os (oracle),500.0,0.031376,0.0325,4e-06,0.005874,0.020833,0.043528,0.164183
dr-os,500.0,0.035427,0.041385,4e-06,0.005874,0.021164,0.048645,0.244131
switch-dr (oracle),500.0,0.023832,0.027853,0.0,0.00221,0.012453,0.037296,0.149667
switch-dr,500.0,0.038126,0.049964,0.0,0.004747,0.019184,0.050773,0.361664
