,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.011321,0.015803,0.0,0.001032,0.004235,0.014381,0.08766
dr-ibt,500.0,0.01863,0.021443,0.0,0.003186,0.010452,0.026472,0.115337
dr-ibt (tau=0),500.0,0.075131,0.021804,0.018411,0.060849,0.074159,0.08907,0.151601
dm,500.0,0.093064,0.014284,0.055241,0.082878,0.092683,0.102803,0.140061
dr,500.0,0.016186,0.020065,0.0,0.002016,0.008235,0.022942,0.130327
mrdr,500.0,0.019022,0.025257,0.0,0.002211,0.009127,0.026002,0.151866
dr-os (oracle),500.0,0.018567,0.02017,1e-06,0.003246,0.011926,0.027069,0.088861
dr-os,500.0,0.018817,0.02108,1e-06,0.003246,0.011926,0.027486,0.128432
switch-dr (oracle),500.0,0.012939,0.017917,0.0,0.000926,0.004956,0.016483,0.083789
switch-dr,500.0,0.015567,0.020143,0.0,0.001802,0.007189,0.021099,0.11199
