,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.006661,0.007399,0.0,0.00128,0.004414,0.009175,0.043818
dr-ibt,500.0,0.008594,0.008301,0.0,0.002597,0.00604,0.012297,0.046124
dr-ibt (tau=0),500.0,0.081054,0.010064,0.056715,0.074196,0.080851,0.087689,0.113052
dm,500.0,0.092291,0.006418,0.075059,0.087789,0.09244,0.096241,0.11132
dr,500.0,0.007204,0.007279,0.0,0.001717,0.004922,0.010868,0.038505
mrdr,500.0,0.007766,0.008314,0.0,0.00138,0.004919,0.011771,0.048287
dr-os (oracle),500.0,0.011647,0.008403,0.0,0.004953,0.010096,0.016818,0.050263
dr-os,500.0,0.011647,0.008403,0.0,0.004953,0.010096,0.016818,0.050263
switch-dr (oracle),500.0,0.00661,0.006721,0.0,0.001199,0.004433,0.01026,0.039031
switch-dr,500.0,0.006864,0.006889,0.0,0.00138,0.004456,0.010472,0.039144
