,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.015969,0.024104,4e-06,0.001809,0.00714,0.018366,0.175352
dr-ibt,500.0,0.028989,0.033125,0.0,0.004191,0.017444,0.043892,0.182236
dr-ibt (tau=0),500.0,0.200144,0.037486,0.067143,0.174684,0.2011,0.224655,0.30648
dm,500.0,0.326753,0.012003,0.289075,0.318801,0.327024,0.334485,0.360383
dr,500.0,0.022157,0.028803,0.0,0.002746,0.010986,0.030394,0.18161
mrdr,500.0,0.020974,0.029155,0.0,0.002209,0.01018,0.02734,0.2364
dr-os (oracle),500.0,0.02293,0.030117,0.0,0.002536,0.010926,0.031006,0.200313
dr-os,500.0,0.02293,0.030117,0.0,0.002536,0.010926,0.031006,0.200313
switch-dr (oracle),500.0,0.016705,0.024419,0.0,0.001505,0.007544,0.022745,0.181544
switch-dr,500.0,0.022157,0.028803,0.0,0.002746,0.010986,0.030394,0.18161
