,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000135,0.000339,0.0,7e-06,3.7e-05,0.000116,0.003604
dr-ibt,500.0,0.003026,0.004376,0.0,0.000365,0.001414,0.003852,0.034431
dr-ibt (tau=0),500.0,0.024285,0.016345,0.0,0.011587,0.021808,0.034327,0.084155
dm,500.0,0.338093,0.005186,0.320629,0.334492,0.338132,0.341477,0.351097
dr,500.0,0.00617,0.008671,0.0,0.000545,0.002903,0.007939,0.054887
mrdr,500.0,0.002782,0.003856,0.0,0.000348,0.001187,0.003649,0.03011
dr-os (oracle),500.0,0.01022,0.011261,0.0,0.001795,0.006643,0.015016,0.061858
dr-os,500.0,0.01022,0.011261,0.0,0.001795,0.006643,0.015016,0.061858
switch-dr (oracle),500.0,0.003725,0.005776,0.0,0.000219,0.001233,0.004921,0.039546
switch-dr,500.0,0.00617,0.008671,0.0,0.000545,0.002903,0.007939,0.054887
