,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.041773,0.060611,0.0,0.002938,0.015965,0.050973,0.383736
dr-ibt,500.0,0.076941,0.07253,0.0,0.021625,0.056448,0.113152,0.383985
dr-ibt (tau=0),500.0,0.2484,0.048947,0.090542,0.219792,0.248319,0.280367,0.383736
dm,500.0,0.324393,0.023899,0.240126,0.308573,0.325199,0.341278,0.382768
dr,500.0,0.056383,0.080372,0.0,0.006,0.026244,0.081569,0.743344
mrdr,500.0,0.053314,0.076498,0.0,0.005614,0.023771,0.067757,0.694787
dr-os (oracle),500.0,0.047668,0.058997,0.0,0.005435,0.026042,0.066191,0.382768
dr-os,500.0,0.049486,0.064111,0.0,0.005435,0.026042,0.066191,0.424514
switch-dr (oracle),500.0,0.037419,0.054903,0.0,0.003338,0.013829,0.050147,0.382768
switch-dr,500.0,0.056383,0.080372,0.0,0.006,0.026244,0.081569,0.743344
