,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.039669,0.055254,0.0,0.00311,0.016126,0.051699,0.355085
dr-ibt,500.0,0.073312,0.068602,1.1e-05,0.015548,0.057638,0.106449,0.37823
dr-ibt (tau=0),500.0,0.252903,0.047349,0.098397,0.220408,0.252738,0.285426,0.379789
dm,500.0,0.326097,0.022877,0.236119,0.312741,0.327247,0.341755,0.380825
dr,500.0,0.058013,0.084508,0.0,0.005773,0.02672,0.073787,0.63902
mrdr,500.0,0.053947,0.080409,1e-06,0.005349,0.023055,0.070839,0.77601
dr-os (oracle),500.0,0.048077,0.058458,0.0,0.007064,0.024729,0.07048,0.363806
dr-os,500.0,0.049025,0.060436,0.0,0.007064,0.024729,0.07048,0.363806
switch-dr (oracle),500.0,0.034423,0.051021,0.0,0.002498,0.013356,0.044546,0.363592
switch-dr,500.0,0.058013,0.084508,0.0,0.005773,0.02672,0.073787,0.63902
