,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.042494,0.059313,0.0,0.004606,0.018068,0.055723,0.350558
dr-ibt,500.0,0.075551,0.06939,1e-06,0.018713,0.058561,0.113992,0.366923
dr-ibt (tau=0),500.0,0.249527,0.050432,0.090637,0.215245,0.249632,0.28397,0.37902
dm,500.0,0.326642,0.024312,0.232966,0.31136,0.328982,0.342767,0.386514
dr,500.0,0.058472,0.08351,0.0,0.004964,0.027141,0.074739,0.557173
mrdr,500.0,0.057116,0.079535,0.0,0.005681,0.024974,0.079595,0.683335
dr-os (oracle),500.0,0.048146,0.05909,1e-06,0.004896,0.026266,0.070627,0.352609
dr-os,500.0,0.049944,0.062928,1e-06,0.004896,0.026266,0.070627,0.352609
switch-dr (oracle),500.0,0.034711,0.053789,0.0,0.002566,0.012985,0.043006,0.352122
switch-dr,500.0,0.058472,0.08351,0.0,0.004964,0.027141,0.074739,0.557173
