,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.008445,0.008305,2e-06,0.001894,0.005835,0.012696,0.042534
dr-ibt,500.0,0.010675,0.009038,1e-06,0.003682,0.008432,0.0156,0.051064
dr-ibt (tau=0),500.0,0.087286,0.011014,0.054396,0.080103,0.086472,0.095339,0.120942
dm,500.0,0.097864,0.006518,0.077549,0.093683,0.097726,0.101953,0.117387
dr,500.0,0.008661,0.00847,0.0,0.002213,0.006228,0.01272,0.057199
mrdr,500.0,0.008943,0.009675,0.0,0.001731,0.005881,0.013142,0.055962
dr-os (oracle),500.0,0.014622,0.009737,2.3e-05,0.006986,0.013054,0.020308,0.059307
dr-os,500.0,0.014622,0.009737,2.3e-05,0.006986,0.013054,0.020308,0.059307
switch-dr (oracle),500.0,0.008268,0.008016,0.0,0.001952,0.005934,0.012044,0.042411
switch-dr,500.0,0.008434,0.00812,0.0,0.002072,0.006129,0.012044,0.044685
