,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.015177,0.020953,0.0,0.002111,0.007081,0.020213,0.13962
dr-ibt,500.0,0.028388,0.029544,0.0,0.005016,0.018701,0.041825,0.159643
dr-ibt (tau=0),500.0,0.206225,0.03609,0.097624,0.183076,0.206995,0.230285,0.315805
dm,500.0,0.332496,0.012357,0.288238,0.323991,0.332882,0.341349,0.366826
dr,500.0,0.022155,0.030523,0.0,0.002659,0.010166,0.029044,0.263112
mrdr,500.0,0.018855,0.025732,1e-06,0.001752,0.009297,0.025063,0.237039
dr-os (oracle),500.0,0.022351,0.026939,0.0,0.002521,0.012583,0.031989,0.171424
dr-os,500.0,0.022351,0.026939,0.0,0.002521,0.012583,0.031989,0.171424
switch-dr (oracle),500.0,0.014573,0.020815,0.0,0.001197,0.00553,0.020357,0.146296
switch-dr,500.0,0.022155,0.030523,0.0,0.002659,0.010166,0.029044,0.263112
