,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000145,0.00038,0.0,6e-06,3.6e-05,0.00012,0.004916
dr-ibt,500.0,0.002996,0.004261,0.0,0.000356,0.001519,0.003973,0.041533
dr-ibt (tau=0),500.0,0.024327,0.01595,2e-06,0.012481,0.021756,0.034237,0.084636
dm,500.0,0.336554,0.005098,0.319617,0.333039,0.336382,0.340191,0.350538
dr,500.0,0.005279,0.007463,0.0,0.00057,0.001885,0.007369,0.041405
mrdr,500.0,0.002552,0.003506,0.0,0.000277,0.001245,0.003434,0.029884
dr-os (oracle),500.0,0.010184,0.010893,0.0,0.002338,0.006753,0.013728,0.062831
dr-os,500.0,0.010184,0.010893,0.0,0.002338,0.006753,0.013728,0.062831
switch-dr (oracle),500.0,0.00416,0.006357,0.0,0.000267,0.001404,0.005614,0.041405
switch-dr,500.0,0.005279,0.007463,0.0,0.00057,0.001885,0.007369,0.041405
