,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.013268,0.017822,1e-06,0.001239,0.005634,0.017488,0.098082
dr-ibt,500.0,0.02266,0.024694,0.0,0.004377,0.014787,0.03096,0.1388
dr-ibt (tau=0),500.0,0.080559,0.021854,0.030367,0.064392,0.081056,0.093609,0.146905
dm,500.0,0.094198,0.013736,0.05262,0.084621,0.093716,0.103146,0.135003
dr,500.0,0.016739,0.020812,0.0,0.00242,0.008757,0.024818,0.175357
mrdr,500.0,0.019869,0.027243,0.0,0.002554,0.010848,0.026665,0.241911
dr-os (oracle),500.0,0.020822,0.022668,0.0,0.003066,0.013456,0.030003,0.116152
dr-os,500.0,0.021078,0.023408,0.0,0.003066,0.013456,0.030039,0.134866
switch-dr (oracle),500.0,0.015806,0.019571,0.0,0.001656,0.0077,0.024235,0.125244
switch-dr,500.0,0.019336,0.024032,0.0,0.002658,0.010711,0.028243,0.203118
