,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00634,0.006825,0.0,0.001418,0.004036,0.008776,0.037757
dr-ibt,500.0,0.008345,0.008205,0.0,0.002016,0.006138,0.011972,0.044241
dr-ibt (tau=0),500.0,0.082525,0.010108,0.053821,0.075289,0.082286,0.089798,0.108876
dm,500.0,0.092946,0.005796,0.075423,0.08862,0.092784,0.097046,0.107247
dr,500.0,0.007197,0.007108,0.0,0.001442,0.005012,0.010666,0.039748
mrdr,500.0,0.007193,0.007958,0.0,0.001126,0.00491,0.01017,0.054073
dr-os (oracle),500.0,0.012654,0.009377,1e-06,0.005113,0.010649,0.018892,0.047784
dr-os,500.0,0.012654,0.009377,1e-06,0.005113,0.010649,0.018892,0.047784
switch-dr (oracle),500.0,0.00721,0.007924,0.0,0.00133,0.004932,0.010473,0.061527
switch-dr,500.0,0.007454,0.008077,0.0,0.001518,0.005289,0.010588,0.061527
