,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.019192,0.023856,0.0,0.001535,0.008417,0.030871,0.136299
dr-ibt,500.0,0.035548,0.038948,0.0,0.005063,0.023338,0.05176,0.211724
dr-ibt (tau=0),500.0,0.06679,0.031848,0.001646,0.043221,0.064772,0.087845,0.179339
dm,500.0,0.090603,0.022763,0.026189,0.074725,0.08795,0.105991,0.172581
dr,500.0,0.038223,0.047795,0.0,0.004323,0.019224,0.055511,0.39071
mrdr,500.0,0.043376,0.05519,0.0,0.005861,0.02213,0.05761,0.35309
dr-os (oracle),500.0,0.029434,0.029472,2e-06,0.005456,0.020391,0.042354,0.141303
dr-os,500.0,0.034813,0.041716,2e-06,0.005456,0.021063,0.047697,0.36864
switch-dr (oracle),500.0,0.022039,0.027311,0.0,0.002196,0.011129,0.032453,0.13209
switch-dr,500.0,0.035195,0.044593,0.0,0.004417,0.017366,0.048085,0.257208
