,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.025688,0.031195,0.0,0.002456,0.014619,0.037673,0.197288
dr-ibt,500.0,0.037993,0.043383,2e-06,0.006111,0.024536,0.053858,0.248443
dr-ibt (tau=0),500.0,0.060166,0.033819,0.000212,0.03482,0.056183,0.078043,0.200033
dm,500.0,0.092632,0.024533,0.034658,0.075864,0.090516,0.107854,0.181571
dr,500.0,0.036797,0.048156,0.0,0.004794,0.019019,0.049031,0.351705
mrdr,500.0,0.043211,0.05687,4e-06,0.005376,0.020917,0.057096,0.384768
dr-os (oracle),500.0,0.028738,0.029926,0.0,0.003578,0.018428,0.04697,0.124956
dr-os,500.0,0.032278,0.036974,0.0,0.003578,0.018973,0.050844,0.222076
switch-dr (oracle),500.0,0.022269,0.026745,0.0,0.002315,0.011333,0.034413,0.138783
switch-dr,500.0,0.033331,0.042074,0.0,0.00479,0.018704,0.045097,0.328531
