,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002948,0.004578,0.0,6.7e-05,0.000782,0.004124,0.037295
dr-ibt,500.0,0.003444,0.00493,0.0,0.000301,0.001299,0.004753,0.04222
dr-ibt (tau=0),500.0,0.005302,0.00612,0.0,0.000833,0.00308,0.007752,0.037295
dm,500.0,0.342598,0.00504,0.327486,0.339289,0.342795,0.346166,0.358654
dr,500.0,0.005686,0.008373,0.0,0.000633,0.002239,0.007878,0.089339
mrdr,500.0,0.002684,0.003807,0.0,0.000264,0.001212,0.003663,0.033538
dr-os (oracle),500.0,0.010991,0.011143,0.0,0.002408,0.00761,0.015835,0.060924
dr-os,500.0,0.010991,0.011143,0.0,0.002408,0.00761,0.015835,0.060924
switch-dr (oracle),500.0,0.003921,0.005584,0.0,0.00031,0.001442,0.005363,0.03722
switch-dr,500.0,0.005686,0.008373,0.0,0.000633,0.002239,0.007878,0.089339
