,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.021522,0.027013,0.0,0.001792,0.008619,0.033697,0.162935
dr-ibt,500.0,0.037403,0.039585,0.0,0.006522,0.027687,0.053865,0.27729
dr-ibt (tau=0),500.0,0.067959,0.031522,0.00647,0.046782,0.065144,0.087089,0.173981
dm,500.0,0.092493,0.022928,0.036383,0.075482,0.09081,0.109973,0.158286
dr,500.0,0.036367,0.045033,0.0,0.003243,0.018324,0.053734,0.2542
mrdr,500.0,0.041503,0.056882,0.0,0.003579,0.018644,0.05698,0.384822
dr-os (oracle),500.0,0.031794,0.032226,0.0,0.004591,0.021397,0.05031,0.131041
dr-os,500.0,0.037459,0.042965,0.0,0.004591,0.021973,0.058472,0.235313
switch-dr (oracle),500.0,0.02351,0.028031,1e-06,0.002963,0.011633,0.033993,0.133503
switch-dr,500.0,0.038218,0.049086,1e-06,0.005535,0.019246,0.053972,0.302468
